,id,listing_url,name,description,picture_url,host_id,host_url,host_name,host_response_rate,neighbourhood,neighbourhood_group,latitude,longitude,room_type,accommodates,room_type,bedrooms,beds,price,minimum_nights,review_scores_rating,availability_365,instant_bookable,bathrooms
14576,34953155,https://www.airbnb.com/rooms/34953155,sonnige wohnung am wittenbergplatz,"sehr helle, sonnige Wohnung im 14.Stock mit Blick auf das KADEWE, elegant möbliert mit original Bildern an den Wänden.<br />Bars, Restaurants, Shopping und Theater und Kinos, alles zu Fuss zu erreichen",https://a0.muscache.com/pictures/5554941c-d98e-4ac0-bb9a-1d54193cb7ba.jpg,63838688,https://www.airbnb.com/users/show/63838688,Jo,50.0,Tiergarten Süd,Mitte,52.509780000000006,13.34245,Entire home/apt,3,Entire home/apt,1.0,2.0,145.0,3,0.0,196,f,1.0
14581,34968704,https://www.airbnb.com/rooms/34968704,2 rooms | 2+2persons  Berlin-City Brandenburg-Gate,"Modern small 2-room apartment for 2 persons -max.4, Terrace in a quiet side street in Berlin-City. 1 Bedroom/TV (Bed 180x200) and 1 Livingbedroom/TV (Bed 160x200) incl. kitchen, washing machine, underground parking & WLAN free, 24h doormen service!<br /><br /><b>The space</b><br />Description: <br /><br />(Up to max. 4) The small 2-room apartment for 2-3 persons with terrace including TV tower view is centrally located in a quiet side street in Berlin at Checkpoint. The 40qm apartment is a very good base to explore Berlin without car, the next underground station <br />""STADTMITTE"" is located in walking distance just 100m  away. The apartment is within walking distance in the center between the Brandenburg Gate, Potsdamer Platz and Alexanderplatz. We hope to welcome you soon here in Berlin-Mitte. <br /><br />In the basement is a cheap drink machine for a late arrival optimally;o)<br />At the ground floor there is a small inexpensive bistro(breakfast), and a very good italian restaurant",https://a0.muscache.com/pictures/0d28206e-46f7-4022-a116-6322bffbfa08.jpg,263461767,https://www.airbnb.com/users/show/263461767,Anna,100.0,Regierungsviertel,Mitte,52.50807,13.3908,Entire home/apt,4,Entire home/apt,1.0,2.0,76.0,3,91.0,348,t,1.0
14584,34970138,https://www.airbnb.com/rooms/34970138,2-Room-2+2 Persons  Berlin-City Brandenburger Gate,"Modern small 2-room apartment for 2 persons -max.4, Terrace in a quiet side street in Berlin-City. 1 Bedroom/TV (Bed 180x200) and 1 Livingbedroom/TV (Bed 160x200) incl. kitchen, washing machine, underground parking & WLAN-free, 24h doormen service!<br /><br /><b>The space</b><br />Description:<br /><br />(Up to max. 4) The small 2-room apartment for 2-4 persons with terrace including TV tower view is centrally located in a quiet side street in Berlin at Checkpoint Plaza. The apartment is a very good base to explore Berlin without car, the next underground station U Bahnhof Friedrichstrasse is located in walking distance just 100m away. The apartment is within walking distance in the center between the Brandenburg Gate, Potsdamer Platz and Alexanderplatz. We hope to welcome you soon here in Berlin-Mitte.<br /><br />At the ground floor there is a small inexpensive bistro and bakery, and a italian restaurant<br /><br />Living room <br />spacious and bright living room with walk-in windows",https://a0.muscache.com/pictures/3f868dd1-6ef3-4083-affc-18ba83457f4f.jpg,263461767,https://www.airbnb.com/users/show/263461767,Anna,100.0,Regierungsviertel,Mitte,52.50865,13.391470000000002,Entire home/apt,4,Entire home/apt,1.0,2.0,65.0,3,88.0,344,t,1.0
14591,34987933,https://www.airbnb.com/rooms/34987933,loveliest apartment in Berlin - 4,"Unser ungewöhnliches Apartment im schönen Berliner Bezirk Steglitz liegt in einer ruhigen, baumbestandenen Nebenstraße (Sackgasse). Das Haus wurde komplett modernisiert und saniert, wobei der Studiocharakter des ehemaligen Architekturbüros erhalten blieb.  <br />Our unique apartment is located in the beautiful district Steglitz in a quiet, tree-lined side street (dead end). The houses has been completely modernized and refurbished, preserving the studio character of the former architectural office.<br /><br /><b>The space</b><br />Auf 3 Etagen mit etwa 125 m2 finden 6 Personen reichlich Platz. Durch einen Windfang gelangt man direkt in den offenen Wohn-/Ess- und Küchenbereich.  Eine komplett ausgestattete Küche mit Induktionskochfeld, Backofen, Kaffeemaschine, Wasserkocher, Toaster, Mikrowelle und Geschirrspüler schließt sich dem Wohnbereich an. Dieser ist mit einer gemütlichen Couch, zwei Sessel, Flat TV (ein weitere kleiner Flat TV befindet sich im oberen Schlafzimmer) ausgestattet. ",https://a0.muscache.com/pictures/a0010603-b991-43f7-86ac-8c65e1203d3a.jpg,62952853,https://www.airbnb.com/users/show/62952853,Tobias,100.0,Albrechtstr.,Steglitz - Zehlendorf,52.45033000000001,13.3309,Entire home/apt,4,Entire home/apt,2.0,4.0,140.0,2,97.0,261,t,1.0
14598,35018575,https://www.airbnb.com/rooms/35018575,C/O Apartments Berlin #1,"Bei uns ist ein Corona-sicherer Aufenthalt mit Einhaltung der Abstandsregeln problemlos möglich! Privatsphäre-sauber-eigener Eingang-eigene Terrasse!<br /><br />Traumhafte, neu sanierte Stuckaltbauwohnung in 125 Jahre alter Villa mit Kamin & eigener Sauna & Terasse in schöner und perfekt angebundener Villengegend. Kostenlose Parkplätze vor der Türe.<br /><br /><b>The space</b><br />Im Vorderhaus der 1896 erbauten Villa befindet sich in Hochparterre und Tiefparterre eine ca. 100 qm große Wohnung. Wohnküche, Wohnzimmer, ein Schlafzimmer und eine Toilette + großem Eingang liegen im Hochparterre, im Tiefparterre befindet sich ein zweites Schlafzimmer, das Bad und die Sauna. Parkett, Dielen und über 4 m hohe Stuckdecken erwecken ein herrliches Wohngefühl. Der Blick geht in den grünen Vorgarten und auf die Terasse. Schnelles & kostenloses WLAN + Kabelfernsehen steht allen Gästen zur Verfügung.<br /><br /><b>Guest access</b><br />Die gesamte Wohnung inkl. Sauna und Terasse steht den Gästen üb",https://a0.muscache.com/pictures/4aa5d69a-50b5-4a0c-9b21-ef328ea10690.jpg,136910746,https://www.airbnb.com/users/show/136910746,Henning & Ariane,100.0,Drakestr.,Steglitz - Zehlendorf,52.43809,13.30131,Entire home/apt,4,Entire home/apt,2.0,3.0,102.0,2,95.0,332,t,1.5
14606,35036324,https://www.airbnb.com/rooms/35036324,Einzigartige Villa am See im Weltkulturerbe,"Die wunderschön und total ruhig gelegene  Villa liegt im UNESCO Weltkulturerbe ganz nah der Glienicker Brücke, mit Blick auf Schloss Babelsberg und neben Schloss Glienicke. Das Haus ist 300 qm groß, der Garten 3.000 qm und liegt direkt am Fluss, in dem man Schwimmen kann.  Eine große Süd Terrasse, viele Möglichkeiten sich zurückzuziehen, eine gemütliche Sauna am Schlafzimmer und der Garten für Ruhe oder Ballspiele, Tischtennis bieten den Idealen Raum für kulturell hochinteressante Ferien.<br /><br /><b>The space</b><br />Die einzigartige Umgebung und das großartige Grundstück mit praktischem und gemütlichem Haus bieten den idealen Rahmen für Ferien mit allem was das Herz begehrt. Viele Seen und öffentliche Bäder sind zu Fuß, oder dem Fahrrad zu erreichen. Kulturell gibt es sehr viel zu erkunden und Berlin ist nur 26 km weit entfernt. Kinder spielen im Garten die Erwachsenen genießen die Schönheit und die Ruhe.<br /><br /><b>Guest access</b><br />Wir schließen einen Raum ab, in dem wir ",https://a0.muscache.com/pictures/c1a8a431-493c-457c-a658-c75ed7fcb670.jpg,33849004,https://www.airbnb.com/users/show/33849004,Nadja,100.0,Zehlendorf  Südwest,Steglitz - Zehlendorf,52.41033,13.09839,Entire home/apt,6,Entire home/apt,4.0,5.0,465.0,3,100.0,78,f,0.0
14608,35037673,https://www.airbnb.com/rooms/35037673,Family-friendly RyRe home Prenz´lberg top location,"Welcome to Berlin's most beautiful neighbourhood!<br />We welcome you on 100m² in a freshly renovated new comfortable apartment, 100m from the water tower in Prenzlauer Berg. You are right in the middle of it!<br />3 bedrooms with high quality box spring beds are waiting for you, each of them separate from the central open kitchen with living room. In addition, the apartment offers a shower/bath and a guest WC. The apartment is fully equipped for daily living and is intended for your sole use.<br /><br /><b>The space</b><br />A 100m² large, freshly renovated and newly furnished, comfortable apartment awaits you, 100m from the well-known water tower in Prenzlauer Berg. <br />You will sleep in 3 bedrooms with high quality box spring beds, each of which is separate from the central kitchen-living room. In this kitchen you can cook, eat and sit together. The apartment also offers a shower/bath and a guest WC.<br />The apartment is fully equipped for daily life and is intended for your sole",https://a0.muscache.com/pictures/34bb9829-8b24-412c-9249-361b6fe0030f.jpg,72554641,https://www.airbnb.com/users/show/72554641,Nina,100.0,Prenzlauer Berg Südwest,Pankow,52.535309999999996,13.42036,Entire home/apt,7,Entire home/apt,3.0,6.0,201.0,2,96.0,158,t,1.5
14611,35047363,https://www.airbnb.com/rooms/35047363,Stylish Apartment for 6 People in Prenzlauer Berg,"Family apartment for 6 people in the district Prenzlauer Berg! Around the corner from Volkspark Friedrichshain. The apartment has just been renovated and furnished to a high standard.<br /><br /><b>The space</b><br />• renovated in May 2019<br />• Spacious apartment with 2 bedrooms<br />• Bedroom 1 with double bed (1.40m x 2m)<br />• Bedroom 2 with 2 singlebeds which can each be transformed into 1.60m x 2m beds<br />• Wardrobe<br />• Wifi<br />• Fully equipped kitchen incl. Dishwasher, oven, fridge, sink and stove.<br />• dining table for 6 people<br />• WC & separate shower<br />• Bed sheets & towels provided <br />• Hairdryer, iron<br />• kettle, toaster<br />• Coffee machine (nespresso)<br />• Parking in front of the house on the street (cost: from 08: 00-22: 00 1 € per hour = 14 € max per day - can be paid with the app Parknow - stickers in advance to order or print)<br />• Ground floor with private stress access door<br /><br />Central location In Berlin - around the corner from t",https://a0.muscache.com/pictures/befe2915-26b1-4776-854c-0babbd41255a.jpg,190957759,https://www.airbnb.com/users/show/190957759,Stella,100.0,Prenzlauer Berg Süd,Pankow,52.53136,13.43036,Entire home/apt,6,Entire home/apt,2.0,5.0,90.0,1,98.0,282,f,1.0
14616,35056268,https://www.airbnb.com/rooms/35056268,Modernes Apartment in bester Lage !!!,https://www.neubaukompass.de/neubau/treptower-zwillinge-berlin/,https://a0.muscache.com/pictures/805d28b5-1cb7-40b9-93b3-9d8701f3be7a.jpg,37960507,https://www.airbnb.com/users/show/37960507,Maximilian,100.0,Alt  Treptow,Treptow - Köpenick,52.490669999999994,13.444370000000001,Entire home/apt,4,Entire home/apt,1.0,1.0,181.0,1,100.0,149,t,1.0
14619,35060094,https://www.airbnb.com/rooms/35060094,Schöner Berliner Altbau mitten in Berlin (120 qm),"<b>The space</b><br />Die Wohnung liegt in einer ruhigen Strasse U-Bahn und S-Bahn sind zu Fuß in 10 min zu erreichen. Einkaufsmöglkeiten sind zu Fuß zu erreichen ( Aldi und Lidl). Die Decke der Wohnung beträgt 3.30 Meter  somit ist ein erholsamer Schlaf durch viel Sauerstoff garantiert und insgesamt hat die Wohnung 120 Quadratmeter Wohnfläche . Alle Zimmer haben Fenster und sind tagsüber mit genug Licht bereichert. Die Wohnung liegt in Reinickendorf grenzt aber am Bezirk Mitte somit ist die Lage gut. Der Alexanderplatz und der Hauptbahnhof sind  von der Wohnung 25 min entfernt mit den Öffentlichen und mit Auto in 15 min.<br /><br /><b>Guest access</b><br />Alle Räume befinden sich in der selben Wohnung. Die Wohnung wird als ganzes vermietet.<br /><br /><b>Other things to note</b><br />Die Wohnung hat eine Business Ausstattung , einen Waschtrockner, einen Fernseher mit Netflix Zugang, einen Geschirrspüler, Gäste WC , Badezimmer und WC mit einer Badewanne,  eine Herd mit Backofen, ein F",https://a0.muscache.com/pictures/122b61d4-dbb7-4cb4-a463-5998d5a7483f.jpg,263757282,https://www.airbnb.com/users/show/263757282,Serhat,100.0,Ost 2,Reinickendorf,52.579119999999996,13.343060000000001,Entire home/apt,12,Entire home/apt,4.0,11.0,164.0,1,99.0,108,t,1.5
14622,35065145,https://www.airbnb.com/rooms/35065145,Two room with two bathrooms in good area,"I'm offering two rooms in my 3-room-apartment. You will rent the guest room with balcony and the bedroom. Both have private bathrooms. The house is centrally located close to station ""Schönhauser Allee"".<br />There are many restaurants, coffee shops, supermarkets, a mall and a gym in walking distance.<br />In total there is space for six people. Each room has a comfortable bed or sofa bed for two people. If you want to stay with more people, you can use an extra mattress on the floor.<br /><br /><b>The space</b><br />The spacious guest room has a sunny balcony and provides a comfortable sofa bed. There is a desk if you want to work. There is a separate, recently renovated bathroom. The bedroom has a comfortable queen size bed and there is another bathroom with a big bathtub and toilet.<br />The kitchen can be used. It is fully equipped. Besides a washing machine and tumble dryer, a dish washer and coffee maker are also available.<br /><br /><b>Guest access</b><br />You can use the bedr",https://a0.muscache.com/pictures/b2a05c24-c9d9-44a7-bef1-2302a326b0e3.jpg,312373,https://www.airbnb.com/users/show/312373,Christian,100.0,Prenzlauer Berg Nordwest,Pankow,52.55098,13.4108,Entire home/apt,6,Entire home/apt,2.0,2.0,80.0,3,90.0,112,f,2.0
14628,35085956,https://www.airbnb.com/rooms/35085956,Altbau-Charme mit Balkon nahe Spree und Zentrum!,"Die 3-Zimmer-Altbauwohnung im Bezirk Tiergarten/Moabit ist ein wahres Schmuckstück und liegt nicht mal 5 Gehminuten zur Spree entfernt. Sie befindet sich im 1. Stock eines Vorderhauses und lädt mit ihren geräumigen Zimmern und der liebevollen Einrichtung zum Wohlfühlen ein. Mit der guten Anbindung ist man sehr schnell im Zentrum des Geschehens (Zoo, Kudamm & Alex), aber auch das vor der Tür liegende Hansaviertel bietet viele Einkaufsmöglichkeiten (Turmstraße), sowie süße Restaurants und Cafés.<br /><br /><b>The space</b><br />Die Räume sind mit Dielen und Parkett ausgelegt und gehen jeweils zum Hof (Schlafzimmer) und zur Straße (Wohn- und Kinderzimmer) raus, die aber nicht zu laut ist. <br />Vor dem Balkon mit Westausrichtung steht ein schöner großer Baum, der ein Gefühl von Natur gibt und die direkte Einsicht anderer Häuser verhindert. <br />Das kleine Badezimmer ist mit einer Badewanne ausgestattet und in der Küche lässt es sich prima mit einem selbstzündenden Gasherd kochen, wo sich",https://a0.muscache.com/pictures/584be638-84f5-4dd9-83eb-25b358609d20.jpg,177785470,https://www.airbnb.com/users/show/177785470,Elzbieta,100.0,Moabit West,Mitte,52.521080000000005,13.3329,Entire home/apt,4,Entire home/apt,2.0,2.0,126.0,2,100.0,78,t,1.0
14629,35086747,https://www.airbnb.com/rooms/35086747,Schmetterlinge im Grün,"Willkommen liebe Gäste! <br /><br />Ihr befindet euch hier in meinem liebevoll gestalteten Zuhause. <br />Das Gebäude befindet sich in ruhiger Lage im Grünen. <br />Sie haben hier eine hervorragende Anbindung an das Stadtleben durch die Ubahn (5min entfernt), die Straßenbahn und Busse. Das beliebte Friedrichshain ist wenige Ubahnstationen entfernt. Dort finden Sie tausende Cafés, Bars und alles was das Erkundungsherz begehrt :)<br /><br /><b>The space</b><br />Sie finden hier alles, was Sie für einen angenehmen Aufenthalt brauchen. <br />Die Küche mit allen Geräten. Ein schönes Badezimmer mit frischen Handtüchern. Das einladende Zimmer, mit einem Esstisch mit 4 Stühlen, einem Schlafsofa für 2 Personen. Zusätzlich kann ich eine Matratze für eine dritte Person anbieten. Fragen Sie gerne nach. Für die heißen Tagen steht Ihnen auch ein Ventilator zur Verfügung.<br /><br /><b>Guest access</b><br />Während der gebuchten Zeit überlasse ich meine Wohnund den Gästen",https://a0.muscache.com/pictures/3715e142-bfd4-4d83-be00-b56f7e292d37.jpg,264300272,https://www.airbnb.com/users/show/264300272,Nadezda,100.0,Friedrichsfelde Süd,Lichtenberg,52.49663,13.51808,Entire home/apt,3,Entire home/apt,1.0,1.0,50.0,4,96.0,89,f,1.0
